route,method,action,middleware,public,auth_mode,expected,actual_status,result,evidence
api/reports/students/{studentId}/transcript,GET,App\Http\Controllers\ReportController@studentTranscript,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,badauth,401,401,PASS,"GET /api/reports/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/transcript -> 401 {""message"":""Unauthenticated.""}"
api/reports/students/{studentId}/transcript,GET,App\Http\Controllers\ReportController@studentTranscript,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,admin,never 5xx,200,PASS,"GET /api/reports/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/transcript -> 200 {""success"":true,""message"":""Student transcript generated successfully"",""data"":{""view"":""reports.studen"
api/reports/students/{studentId}/transcript,GET,App\Http\Controllers\ReportController@studentTranscript,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,limited,never 5xx,200,PASS,"GET /api/reports/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/transcript -> 200 {""success"":true,""message"":""Student transcript generated successfully"",""data"":{""view"":""reports.studen"
api/roles,GET,App\Modules\Iam\Http\Controllers\RoleController@indexRoles,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/roles -> 401 {""message"":""Unauthenticated.""}"
api/roles,GET,App\Modules\Iam\Http\Controllers\RoleController@indexRoles,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/roles -> 401 {""message"":""Unauthenticated.""}"
api/roles,GET,App\Modules\Iam\Http\Controllers\RoleController@indexRoles,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/roles -> 200 [{""id"":""dc88765e-97c6-4d78-8d84-d4e78a28c6fb"",""code"":""owner"",""name"":""Course Owner"",""description"":nul"
api/roles,GET,App\Modules\Iam\Http\Controllers\RoleController@indexRoles,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/roles -> 200 [{""id"":""dc88765e-97c6-4d78-8d84-d4e78a28c6fb"",""code"":""owner"",""name"":""Course Owner"",""description"":nul"
api/rules,GET,App\Modules\PlatformServices\Http\Controllers\RuleController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/rules -> 401 {""message"":""Unauthenticated.""}"
api/rules,GET,App\Modules\PlatformServices\Http\Controllers\RuleController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/rules -> 401 {""message"":""Unauthenticated.""}"
api/rules,GET,App\Modules\PlatformServices\Http\Controllers\RuleController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/rules -> 200 [{""id"":""baaf67e3-f913-4a93-b48a-6c809d08b7ea"",""name"":""Discount Cap Enforcement"",""description"":""Caps "
api/rules,GET,App\Modules\PlatformServices\Http\Controllers\RuleController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/rules -> 200 [{""id"":""baaf67e3-f913-4a93-b48a-6c809d08b7ea"",""name"":""Discount Cap Enforcement"",""description"":""Caps "
api/rules,POST,App\Modules\PlatformServices\Http\Controllers\RuleController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/rules -> 401 {""message"":""Unauthenticated.""}"
api/rules,POST,App\Modules\PlatformServices\Http\Controllers\RuleController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/rules -> 401 {""message"":""Unauthenticated.""}"
api/rules,POST,App\Modules\PlatformServices\Http\Controllers\RuleController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/rules -> 422 {""message"":""The name field is required. (and 3 more errors)"",""errors"":{""name"":[""The name field is re"
api/rules,POST,App\Modules\PlatformServices\Http\Controllers\RuleController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/rules -> 422 {""message"":""The name field is required. (and 3 more errors)"",""errors"":{""name"":[""The name field is re"
api/rules/{id},GET,App\Modules\PlatformServices\Http\Controllers\RuleController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/rules/07de21b4-e8da-441d-9c74-38d55882a576 -> 401 {""message"":""Unauthenticated.""}"
api/rules/{id},GET,App\Modules\PlatformServices\Http\Controllers\RuleController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/rules/07de21b4-e8da-441d-9c74-38d55882a576 -> 401 {""message"":""Unauthenticated.""}"
api/rules/{id},GET,App\Modules\PlatformServices\Http\Controllers\RuleController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/rules/07de21b4-e8da-441d-9c74-38d55882a576 -> 200 {""rule"":{""id"":""07de21b4-e8da-441d-9c74-38d55882a576"",""name"":""Profit Withdrawal Tier \u2014 20%"",""des"
api/rules/{id},GET,App\Modules\PlatformServices\Http\Controllers\RuleController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/rules/07de21b4-e8da-441d-9c74-38d55882a576 -> 200 {""rule"":{""id"":""07de21b4-e8da-441d-9c74-38d55882a576"",""name"":""Profit Withdrawal Tier \u2014 20%"",""des"
api/rules/{id}/evaluate,POST,App\Modules\PlatformServices\Http\Controllers\RuleController@evaluate,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/rules/07de21b4-e8da-441d-9c74-38d55882a576/evaluate -> 401 {""message"":""Unauthenticated.""}"
api/rules/{id}/evaluate,POST,App\Modules\PlatformServices\Http\Controllers\RuleController@evaluate,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/rules/07de21b4-e8da-441d-9c74-38d55882a576/evaluate -> 401 {""message"":""Unauthenticated.""}"
api/rules/{id}/evaluate,POST,App\Modules\PlatformServices\Http\Controllers\RuleController@evaluate,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/rules/07de21b4-e8da-441d-9c74-38d55882a576/evaluate -> 422 {""message"":""The data field is required."",""errors"":{""data"":[""The data field is required.""]}}"
api/rules/{id}/evaluate,POST,App\Modules\PlatformServices\Http\Controllers\RuleController@evaluate,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/rules/07de21b4-e8da-441d-9c74-38d55882a576/evaluate -> 422 {""message"":""The data field is required."",""errors"":{""data"":[""The data field is required.""]}}"
api/scholarships,GET,App\Modules\FundingImpact\Http\Controllers\FundingController@indexScholarships,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/scholarships -> 401 {""message"":""Unauthenticated.""}"
api/scholarships,GET,App\Modules\FundingImpact\Http\Controllers\FundingController@indexScholarships,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/scholarships -> 401 {""message"":""Unauthenticated.""}"
api/scholarships,GET,App\Modules\FundingImpact\Http\Controllers\FundingController@indexScholarships,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/scholarships -> 200 [{""id"":""a75c58c1-5464-474c-a2f3-52bfcdee5aa0"",""name"":""Merit Scholarship"",""donor_id"":null,""campaign_i"
api/scholarships,GET,App\Modules\FundingImpact\Http\Controllers\FundingController@indexScholarships,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/scholarships -> 200 [{""id"":""a75c58c1-5464-474c-a2f3-52bfcdee5aa0"",""name"":""Merit Scholarship"",""donor_id"":null,""campaign_i"
api/scholarships/{scholarshipId}/awards,POST,App\Modules\FundingImpact\Http\Controllers\FundingController@awardScholarship,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/scholarships/a75c58c1-5464-474c-a2f3-52bfcdee5aa0/awards -> 401 {""message"":""Unauthenticated.""}"
api/scholarships/{scholarshipId}/awards,POST,App\Modules\FundingImpact\Http\Controllers\FundingController@awardScholarship,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/scholarships/a75c58c1-5464-474c-a2f3-52bfcdee5aa0/awards -> 401 {""message"":""Unauthenticated.""}"
api/scholarships/{scholarshipId}/awards,POST,App\Modules\FundingImpact\Http\Controllers\FundingController@awardScholarship,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/scholarships/a75c58c1-5464-474c-a2f3-52bfcdee5aa0/awards -> 422 {""message"":""The student id field is required. (and 1 more error)"",""errors"":{""student_id"":[""The stude"
api/scholarships/{scholarshipId}/awards,POST,App\Modules\FundingImpact\Http\Controllers\FundingController@awardScholarship,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/scholarships/a75c58c1-5464-474c-a2f3-52bfcdee5aa0/awards -> 422 {""message"":""The student id field is required. (and 1 more error)"",""errors"":{""student_id"":[""The stude"
api/search,GET,App\Modules\PlatformServices\Http\Controllers\SearchController@globalSearch,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/search -> 401 {""message"":""Unauthenticated.""}"
api/search,GET,App\Modules\PlatformServices\Http\Controllers\SearchController@globalSearch,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/search -> 401 {""message"":""Unauthenticated.""}"
api/search,GET,App\Modules\PlatformServices\Http\Controllers\SearchController@globalSearch,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/search -> 200 {""results"":[],""total"":0}"
api/search,GET,App\Modules\PlatformServices\Http\Controllers\SearchController@globalSearch,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/search -> 200 {""results"":[],""total"":0}"
api/sessions/{sessionId}/attendance,POST,App\Modules\Academic\Http\Controllers\SessionController@updateAttendance,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/sessions/01a03ca9-845e-70a0-84fe-a68c764a13aa/attendance -> 401 {""message"":""Unauthenticated.""}"
api/sessions/{sessionId}/attendance,POST,App\Modules\Academic\Http\Controllers\SessionController@updateAttendance,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/sessions/01a03ca9-845e-70a0-84fe-a68c764a13aa/attendance -> 401 {""message"":""Unauthenticated.""}"
api/sessions/{sessionId}/attendance,POST,App\Modules\Academic\Http\Controllers\SessionController@updateAttendance,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/sessions/01a03ca9-845e-70a0-84fe-a68c764a13aa/attendance -> 422 {""message"":""The attendance field is required."",""errors"":{""attendance"":[""The attendance field is requ"
api/sessions/{sessionId}/attendance,POST,App\Modules\Academic\Http\Controllers\SessionController@updateAttendance,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/sessions/01a03ca9-845e-70a0-84fe-a68c764a13aa/attendance -> 422 {""message"":""The attendance field is required."",""errors"":{""attendance"":[""The attendance field is requ"
api/sessions/{sessionId}/roster,GET,App\Modules\Academic\Http\Controllers\SessionController@roster,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/sessions/01a03ca9-845e-70a0-84fe-a68c764a13aa/roster -> 401 {""message"":""Unauthenticated.""}"
api/sessions/{sessionId}/roster,GET,App\Modules\Academic\Http\Controllers\SessionController@roster,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/sessions/01a03ca9-845e-70a0-84fe-a68c764a13aa/roster -> 401 {""message"":""Unauthenticated.""}"
api/sessions/{sessionId}/roster,GET,App\Modules\Academic\Http\Controllers\SessionController@roster,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,GET /api/sessions/01a03ca9-845e-70a0-84fe-a68c764a13aa/roster -> 200 []
api/sessions/{sessionId}/roster,GET,App\Modules\Academic\Http\Controllers\SessionController@roster,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,GET /api/sessions/01a03ca9-845e-70a0-84fe-a68c764a13aa/roster -> 200 []
api/settings,GET,App\Modules\PlatformServices\Http\Controllers\SettingsController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/settings -> 401 {""message"":""Unauthenticated.""}"
api/settings,GET,App\Modules\PlatformServices\Http\Controllers\SettingsController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/settings -> 401 {""message"":""Unauthenticated.""}"
api/settings,GET,App\Modules\PlatformServices\Http\Controllers\SettingsController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/settings -> 200 {""daily_saving_percent"":""5"",""saving_balance"":""128375"",""main_account_balance"":""890000"",""reserve_fund_"
api/settings,GET,App\Modules\PlatformServices\Http\Controllers\SettingsController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/settings -> 200 {""daily_saving_percent"":""5"",""saving_balance"":""128375"",""main_account_balance"":""890000"",""reserve_fund_"
api/settings/batch,POST,App\Modules\PlatformServices\Http\Controllers\SettingsController@batchUpdate,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/settings/batch -> 401 {""message"":""Unauthenticated.""}"
