route,method,action,middleware,public,auth_mode,expected,actual_status,result,evidence
api/organizations,GET,App\Modules\Iam\Http\Controllers\OrganizationController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/organizations -> 401 {""message"":""Unauthenticated.""}"
api/organizations,GET,App\Modules\Iam\Http\Controllers\OrganizationController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/organizations -> 200 [{""id"":""01863589-8f94-4527-9fbe-4feb82d6aca3"",""name"":""TOEFL House"",""created_at"":""2026-08-26T06:02:12"
api/organizations,GET,App\Modules\Iam\Http\Controllers\OrganizationController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/organizations -> 200 [{""id"":""01863589-8f94-4527-9fbe-4feb82d6aca3"",""name"":""TOEFL House"",""created_at"":""2026-08-26T06:02:12"
api/organizations,POST,App\Modules\Iam\Http\Controllers\OrganizationController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/organizations -> 401 {""message"":""Unauthenticated.""}"
api/organizations,POST,App\Modules\Iam\Http\Controllers\OrganizationController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/organizations -> 401 {""message"":""Unauthenticated.""}"
api/organizations,POST,App\Modules\Iam\Http\Controllers\OrganizationController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/organizations -> 422 {""message"":""The name field is required."",""errors"":{""name"":[""The name field is required.""]}}"
api/organizations,POST,App\Modules\Iam\Http\Controllers\OrganizationController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/organizations -> 422 {""message"":""The name field is required."",""errors"":{""name"":[""The name field is required.""]}}"
api/organizations/{id},GET,App\Modules\Iam\Http\Controllers\OrganizationController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/organizations/01863589-8f94-4527-9fbe-4feb82d6aca3 -> 401 {""message"":""Unauthenticated.""}"
api/organizations/{id},GET,App\Modules\Iam\Http\Controllers\OrganizationController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/organizations/01863589-8f94-4527-9fbe-4feb82d6aca3 -> 401 {""message"":""Unauthenticated.""}"
api/organizations/{id},GET,App\Modules\Iam\Http\Controllers\OrganizationController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/organizations/01863589-8f94-4527-9fbe-4feb82d6aca3 -> 200 {""id"":""01863589-8f94-4527-9fbe-4feb82d6aca3"",""name"":""TOEFL House"",""created_at"":""2026-08-26T06:02:12."
api/organizations/{id},GET,App\Modules\Iam\Http\Controllers\OrganizationController@show,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/organizations/01863589-8f94-4527-9fbe-4feb82d6aca3 -> 200 {""id"":""01863589-8f94-4527-9fbe-4feb82d6aca3"",""name"":""TOEFL House"",""created_at"":""2026-08-26T06:02:12."
api/organizations/{id},PATCH,App\Modules\Iam\Http\Controllers\OrganizationController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"PATCH /api/organizations/01863589-8f94-4527-9fbe-4feb82d6aca3 -> 401 {""message"":""Unauthenticated.""}"
api/organizations/{id},PATCH,App\Modules\Iam\Http\Controllers\OrganizationController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"PATCH /api/organizations/01863589-8f94-4527-9fbe-4feb82d6aca3 -> 401 {""message"":""Unauthenticated.""}"
api/organizations/{id},PATCH,App\Modules\Iam\Http\Controllers\OrganizationController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"PATCH /api/organizations/01863589-8f94-4527-9fbe-4feb82d6aca3 -> 200 {""id"":""01863589-8f94-4527-9fbe-4feb82d6aca3"",""name"":""TOEFL House"",""created_at"":""2026-08-26T06:02:12."
api/organizations/{id},PATCH,App\Modules\Iam\Http\Controllers\OrganizationController@update,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"PATCH /api/organizations/01863589-8f94-4527-9fbe-4feb82d6aca3 -> 200 {""id"":""01863589-8f94-4527-9fbe-4feb82d6aca3"",""name"":""TOEFL House"",""created_at"":""2026-08-26T06:02:12."
api/organizations/{id},DELETE,App\Modules\Iam\Http\Controllers\OrganizationController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"DELETE /api/organizations/b865e383-184a-4202-913d-a5872e6e0f60 -> 401 {""message"":""Unauthenticated.""}"
api/organizations/{id},DELETE,App\Modules\Iam\Http\Controllers\OrganizationController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"DELETE /api/organizations/5b65e032-eb3f-4adb-835d-902023056786 -> 401 {""message"":""Unauthenticated.""}"
api/organizations/{id},DELETE,App\Modules\Iam\Http\Controllers\OrganizationController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,404,PASS,"DELETE /api/organizations/a5444735-f496-4ee9-be41-1b87f7e7e838 -> 404 {
    ""message"": ""No query results for model [App\\Modules\\Iam\\Models\\Organization] a5444735-f496"
api/organizations/{id},DELETE,App\Modules\Iam\Http\Controllers\OrganizationController@destroy,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,404,PASS,"DELETE /api/organizations/c97233a9-42de-49b8-923b-847de9bcd696 -> 404 {
    ""message"": ""No query results for model [App\\Modules\\Iam\\Models\\Organization] c97233a9-42de"
api/payments,GET,App\Modules\FinancePayroll\Http\Controllers\PaymentController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/payments -> 401 {""message"":""Unauthenticated.""}"
api/payments,GET,App\Modules\FinancePayroll\Http\Controllers\PaymentController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/payments -> 401 {""message"":""Unauthenticated.""}"
api/payments,GET,App\Modules\FinancePayroll\Http\Controllers\PaymentController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/payments -> 200 [{""id"":""40aea646-6c8b-4342-b550-942590fedd9f"",""student_id"":""01a03ccc-183a-736c-b446-93e4bd31ddb8"",""i"
api/payments,GET,App\Modules\FinancePayroll\Http\Controllers\PaymentController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/payments -> 200 [{""id"":""40aea646-6c8b-4342-b550-942590fedd9f"",""student_id"":""01a03ccc-183a-736c-b446-93e4bd31ddb8"",""i"
api/payments,POST,App\Modules\FinancePayroll\Http\Controllers\PaymentController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/payments -> 401 {""message"":""Unauthenticated.""}"
api/payments,POST,App\Modules\FinancePayroll\Http\Controllers\PaymentController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/payments -> 401 {""message"":""Unauthenticated.""}"
api/payments,POST,App\Modules\FinancePayroll\Http\Controllers\PaymentController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/payments -> 422 {""message"":""The amount field is required. (and 4 more errors)"",""errors"":{""amount"":[""The amount field"
api/payments,POST,App\Modules\FinancePayroll\Http\Controllers\PaymentController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/payments -> 422 {""message"":""The amount field is required. (and 4 more errors)"",""errors"":{""amount"":[""The amount field"
api/payroll/ledger,GET,App\Modules\FinancePayroll\Http\Controllers\PaymentController@payrollLedger,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/payroll/ledger -> 401 {""message"":""Unauthenticated.""}"
api/payroll/ledger,GET,App\Modules\FinancePayroll\Http\Controllers\PaymentController@payrollLedger,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/payroll/ledger -> 401 {""message"":""Unauthenticated.""}"
api/payroll/ledger,GET,App\Modules\FinancePayroll\Http\Controllers\PaymentController@payrollLedger,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/payroll/ledger -> 200 [{""id"":""cc2aff63-7d0e-49b7-85b3-d10284791b1e"",""teacher_id"":""d2046fc7-82bb-4b8e-8b5e-1b24837628ef"",""p"
api/payroll/ledger,GET,App\Modules\FinancePayroll\Http\Controllers\PaymentController@payrollLedger,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/payroll/ledger -> 200 [{""id"":""cc2aff63-7d0e-49b7-85b3-d10284791b1e"",""teacher_id"":""d2046fc7-82bb-4b8e-8b5e-1b24837628ef"",""p"
api/payroll/process,POST,App\Modules\FinancePayroll\Http\Controllers\PaymentController@processPayroll,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/payroll/process -> 401 {""message"":""Unauthenticated.""}"
api/payroll/process,POST,App\Modules\FinancePayroll\Http\Controllers\PaymentController@processPayroll,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/payroll/process -> 401 {""message"":""Unauthenticated.""}"
api/payroll/process,POST,App\Modules\FinancePayroll\Http\Controllers\PaymentController@processPayroll,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"POST /api/payroll/process -> 200 {""processed"":4,""total_paid"":0,""period"":""2026-08"",""results"":[{""teacher_id"":""d2046fc7-82bb-4b8e-8b5e-1"
api/payroll/process,POST,App\Modules\FinancePayroll\Http\Controllers\PaymentController@processPayroll,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"POST /api/payroll/process -> 200 {""processed"":4,""total_paid"":0,""period"":""2026-08"",""results"":[{""teacher_id"":""d2046fc7-82bb-4b8e-8b5e-1"
api/permissions,GET,App\Modules\Iam\Http\Controllers\RoleController@indexPermissions,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/permissions -> 401 {""message"":""Unauthenticated.""}"
api/permissions,GET,App\Modules\Iam\Http\Controllers\RoleController@indexPermissions,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/permissions -> 401 {""message"":""Unauthenticated.""}"
api/permissions,GET,App\Modules\Iam\Http\Controllers\RoleController@indexPermissions,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/permissions -> 200 [{""id"":""c0cf6928-b447-4b78-9b06-ac6ab76d45b9"",""code"":""Attendance.Edit"",""resource"":""Attendance"",""acti"
api/permissions,GET,App\Modules\Iam\Http\Controllers\RoleController@indexPermissions,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/permissions -> 200 [{""id"":""c0cf6928-b447-4b78-9b06-ac6ab76d45b9"",""code"":""Attendance.Edit"",""resource"":""Attendance"",""acti"
api/program-versions/{programVersionId}/promotion-rules,GET,App\Modules\Academic\Http\Controllers\PromotionController@rules,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/program-versions/9d0f3e89-c59d-40fe-b81b-b54e1c0a690e/promotion-rules -> 401 {""message"":""Unauthenticated.""}"
api/program-versions/{programVersionId}/promotion-rules,GET,App\Modules\Academic\Http\Controllers\PromotionController@rules,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/program-versions/9d0f3e89-c59d-40fe-b81b-b54e1c0a690e/promotion-rules -> 401 {""message"":""Unauthenticated.""}"
api/program-versions/{programVersionId}/promotion-rules,GET,App\Modules\Academic\Http\Controllers\PromotionController@rules,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,GET /api/program-versions/9d0f3e89-c59d-40fe-b81b-b54e1c0a690e/promotion-rules -> 200 []
api/program-versions/{programVersionId}/promotion-rules,GET,App\Modules\Academic\Http\Controllers\PromotionController@rules,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,GET /api/program-versions/9d0f3e89-c59d-40fe-b81b-b54e1c0a690e/promotion-rules -> 200 []
api/programs,GET,App\Modules\Academic\Http\Controllers\ProgramController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/programs -> 401 {""message"":""Unauthenticated.""}"
api/programs,GET,App\Modules\Academic\Http\Controllers\ProgramController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/programs -> 401 {""message"":""Unauthenticated.""}"
api/programs,GET,App\Modules\Academic\Http\Controllers\ProgramController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/programs -> 200 [{""id"":""fe3024b7-7c14-4484-bdd7-2ecd87d32b9d"",""name"":""General English"",""description"":null,""duration_"
api/programs,GET,App\Modules\Academic\Http\Controllers\ProgramController@index,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/programs -> 200 [{""id"":""fe3024b7-7c14-4484-bdd7-2ecd87d32b9d"",""name"":""General English"",""description"":null,""duration_"
api/programs,POST,App\Modules\Academic\Http\Controllers\ProgramController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"POST /api/programs -> 401 {""message"":""Unauthenticated.""}"
api/programs,POST,App\Modules\Academic\Http\Controllers\ProgramController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"POST /api/programs -> 401 {""message"":""Unauthenticated.""}"
api/programs,POST,App\Modules\Academic\Http\Controllers\ProgramController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,422,PASS,"POST /api/programs -> 422 {""message"":""The name field is required. (and 1 more error)"",""errors"":{""name"":[""The name field is req"
api/programs,POST,App\Modules\Academic\Http\Controllers\ProgramController@store,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,422,PASS,"POST /api/programs -> 422 {""message"":""The name field is required. (and 1 more error)"",""errors"":{""name"":[""The name field is req"
api/programs/{programId}/versions,GET,App\Modules\Academic\Http\Controllers\ProgramController@versions,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,noauth,401,401,PASS,"GET /api/programs/fe3024b7-7c14-4484-bdd7-2ecd87d32b9d/versions -> 401 {""message"":""Unauthenticated.""}"
api/programs/{programId}/versions,GET,App\Modules\Academic\Http\Controllers\ProgramController@versions,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,badauth,401,401,PASS,"GET /api/programs/fe3024b7-7c14-4484-bdd7-2ecd87d32b9d/versions -> 401 {""message"":""Unauthenticated.""}"
api/programs/{programId}/versions,GET,App\Modules\Academic\Http\Controllers\ProgramController@versions,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,admin,never 5xx,200,PASS,"GET /api/programs/fe3024b7-7c14-4484-bdd7-2ecd87d32b9d/versions -> 200 [{""id"":""9d0f3e89-c59d-40fe-b81b-b54e1c0a690e"",""program_id"":""fe3024b7-7c14-4484-bdd7-2ecd87d32b9d"",""v"
api/programs/{programId}/versions,GET,App\Modules\Academic\Http\Controllers\ProgramController@versions,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default",False,limited,never 5xx,200,PASS,"GET /api/programs/fe3024b7-7c14-4484-bdd7-2ecd87d32b9d/versions -> 200 [{""id"":""9d0f3e89-c59d-40fe-b81b-b54e1c0a690e"",""program_id"":""fe3024b7-7c14-4484-bdd7-2ecd87d32b9d"",""v"
api/reports/certificates/{certificateId},GET,App\Http\Controllers\ReportController@certificate,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,noauth,401,401,PASS,"GET /api/reports/certificates/2ad94b1c-917f-42e1-aba0-d45681a19b8f -> 401 {""message"":""Unauthenticated.""}"
api/reports/certificates/{certificateId},GET,App\Http\Controllers\ReportController@certificate,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,badauth,401,401,PASS,"GET /api/reports/certificates/2ad94b1c-917f-42e1-aba0-d45681a19b8f -> 401 {""message"":""Unauthenticated.""}"
api/reports/certificates/{certificateId},GET,App\Http\Controllers\ReportController@certificate,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,admin,never 5xx,200,PASS,"GET /api/reports/certificates/2ad94b1c-917f-42e1-aba0-d45681a19b8f -> 200 {""success"":true,""message"":""Certificate generated successfully"",""data"":{""view"":""reports.certificate"","
api/reports/certificates/{certificateId},GET,App\Http\Controllers\ReportController@certificate,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,limited,never 5xx,200,PASS,"GET /api/reports/certificates/2ad94b1c-917f-42e1-aba0-d45681a19b8f -> 200 {""success"":true,""message"":""Certificate generated successfully"",""data"":{""view"":""reports.certificate"","
api/reports/classes/{classId}/roster,GET,App\Http\Controllers\ReportController@classRoster,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,noauth,401,401,PASS,"GET /api/reports/classes/01a03ca9-8452-71d3-ae89-c7f664491055/roster -> 401 {""message"":""Unauthenticated.""}"
api/reports/classes/{classId}/roster,GET,App\Http\Controllers\ReportController@classRoster,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,badauth,401,401,PASS,"GET /api/reports/classes/01a03ca9-8452-71d3-ae89-c7f664491055/roster -> 401 {""message"":""Unauthenticated.""}"
api/reports/classes/{classId}/roster,GET,App\Http\Controllers\ReportController@classRoster,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,admin,never 5xx,200,PASS,"GET /api/reports/classes/01a03ca9-8452-71d3-ae89-c7f664491055/roster -> 200 {""success"":true,""message"":""Class roster generated successfully"",""data"":{""view"":""reports.class-roster"
api/reports/classes/{classId}/roster,GET,App\Http\Controllers\ReportController@classRoster,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,limited,never 5xx,200,PASS,"GET /api/reports/classes/01a03ca9-8452-71d3-ae89-c7f664491055/roster -> 200 {""success"":true,""message"":""Class roster generated successfully"",""data"":{""view"":""reports.class-roster"
api/reports/financial,POST,App\Http\Controllers\ReportController@financialReport,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,noauth,401,401,PASS,"POST /api/reports/financial -> 401 {""message"":""Unauthenticated.""}"
api/reports/financial,POST,App\Http\Controllers\ReportController@financialReport,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,badauth,401,401,PASS,"POST /api/reports/financial -> 401 {""message"":""Unauthenticated.""}"
api/reports/financial,POST,App\Http\Controllers\ReportController@financialReport,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,admin,never 5xx,422,PASS,"POST /api/reports/financial -> 422 {""message"":""The branch id field is required. (and 2 more errors)"",""errors"":{""branch_id"":[""The branch"
api/reports/financial,POST,App\Http\Controllers\ReportController@financialReport,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,limited,never 5xx,422,PASS,"POST /api/reports/financial -> 422 {""message"":""The branch id field is required. (and 2 more errors)"",""errors"":{""branch_id"":[""The branch"
api/reports/payroll,POST,App\Http\Controllers\ReportController@payrollReport,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,noauth,401,401,PASS,"POST /api/reports/payroll -> 401 {""message"":""Unauthenticated.""}"
api/reports/payroll,POST,App\Http\Controllers\ReportController@payrollReport,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,badauth,401,401,PASS,"POST /api/reports/payroll -> 401 {""message"":""Unauthenticated.""}"
api/reports/payroll,POST,App\Http\Controllers\ReportController@payrollReport,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,admin,never 5xx,422,PASS,"POST /api/reports/payroll -> 422 {""message"":""The branch id field is required. (and 1 more error)"",""errors"":{""branch_id"":[""The branch "
api/reports/payroll,POST,App\Http\Controllers\ReportController@payrollReport,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,limited,never 5xx,422,PASS,"POST /api/reports/payroll -> 422 {""message"":""The branch id field is required. (and 1 more error)"",""errors"":{""branch_id"":[""The branch "
api/reports/students/{studentId}/transcript,GET,App\Http\Controllers\ReportController@studentTranscript,"api,Illuminate\Auth\Middleware\Authenticate:sanctum,App\Http\Middleware\ApiVersioning,App\Http\Middleware\ApiRateLimiter:default,App\Http\Middleware\ApiRateLimiter:read",False,noauth,401,401,PASS,"GET /api/reports/students/01a03ca9-83c7-71f3-82bb-86700427f2f6/transcript -> 401 {""message"":""Unauthenticated.""}"
